soil_moisture,soil_ph,soil_ec,rgb_red,rgb_green,rgb_blue,temperature,humidity,leaf_wetness,scenario
54.77,5.39,0.7,94.43,56.36,48.49,25.94,64.83,13.67,nitrogen_deficient
72.61,6.18,1.2,83.3,76.99,46.03,26.63,97.67,81.99,sigatoka_risk
34.67,6.2,2.75,90.1,69.52,40.89,32.8,51.98,11.98,water_stress
72.13,6.19,1.0,83.87,78.03,54.12,29.84,91.06,79.55,sigatoka_risk
65.24,5.33,0.75,94.94,66.07,49.63,24.45,55.69,5.35,nitrogen_deficient
48.17,5.74,0.42,108.73,63.99,35.88,23.26,63.23,11.58,nitrogen_deficient
74.78,6.21,1.73,79.45,84.23,54.37,29.95,87.4,84.37,sigatoka_risk
50.58,5.63,1.62,64.48,93.48,46.51,23.95,72.41,7.83,healthy
69.37,6.38,1.31,94.79,76.62,64.04,27.11,84.54,80.08,sigatoka_risk
48.89,5.56,0.46,98.4,74.59,40.82,29.23,70.34,8.94,nitrogen_deficient
64.0,6.25,1.02,77.25,87.27,54.45,27.94,96.73,87.71,sigatoka_risk
68.5,6.22,1.48,82.09,81.56,50.05,30.54,91.7,89.97,sigatoka_risk
50.99,5.96,1.55,79.28,92.01,57.6,27.05,71.15,21.34,healthy
49.04,5.76,0.4,117.32,53.99,32.14,28.63,60.28,7.95,nitrogen_deficient
69.93,5.64,1.38,94.78,83.15,55.2,29.48,89.93,67.54,sigatoka_risk
71.21,6.19,1.27,79.14,87.91,62.1,27.57,90.84,70.32,sigatoka_risk
26.81,5.97,3.01,105.0,77.39,53.17,31.92,38.34,14.33,water_stress
66.72,5.89,1.13,76.78,74.54,54.51,31.48,91.29,91.55,sigatoka_risk
64.41,5.73,0.62,94.16,52.77,32.48,31.74,67.47,16.2,nitrogen_deficient
64.92,5.35,0.69,105.65,56.2,50.03,27.03,72.33,10.2,nitrogen_deficient
59.14,5.46,1.51,73.2,97.0,53.85,24.33,61.31,25.73,healthy
52.16,5.62,1.23,63.19,99.84,59.7,24.94,74.68,23.23,healthy
56.68,5.31,0.7,92.34,52.59,46.61,26.9,60.25,15.28,nitrogen_deficient
58.52,5.05,0.76,100.59,61.9,36.51,25.93,59.33,18.72,nitrogen_deficient
59.8,6.17,1.77,72.82,75.89,54.41,28.44,87.71,63.86,sigatoka_risk
30.79,6.3,2.67,87.95,61.36,52.7,34.09,46.31,11.49,water_stress
53.97,6.14,1.61,73.61,100.9,41.19,24.24,69.91,1.51,healthy
30.63,6.12,3.18,95.59,61.38,36.77,29.98,35.68,14.39,water_stress
68.08,6.33,1.94,67.77,105.87,48.03,28.06,70.99,15.14,healthy
62.3,5.17,0.58,93.7,58.43,45.17,31.2,69.8,11.09,nitrogen_deficient
33.95,6.65,3.11,107.78,84.02,49.82,27.82,49.47,14.08,water_stress
61.83,6.28,1.59,64.99,94.46,41.68,27.07,73.93,7.7,healthy
63.61,5.88,0.45,103.89,55.39,38.65,24.1,70.31,21.19,nitrogen_deficient
69.21,5.64,1.78,61.92,92.8,50.02,25.56,66.92,3.0,healthy
47.21,5.75,0.47,112.27,65.54,31.69,24.92,60.07,24.08,nitrogen_deficient
47.51,5.83,0.53,109.93,70.24,34.72,24.23,56.03,11.86,nitrogen_deficient
47.64,5.32,0.54,110.25,69.23,49.01,30.21,73.65,19.33,nitrogen_deficient
53.73,6.17,1.8,73.95,96.33,51.02,24.22,71.21,7.88,healthy
56.9,5.78,0.78,105.53,73.81,38.61,25.26,71.05,21.39,nitrogen_deficient
58.54,6.3,1.17,91.67,83.68,58.21,27.73,89.93,93.57,sigatoka_risk
54.92,6.29,1.68,64.44,107.55,43.23,26.05,70.64,18.48,healthy
56.32,5.39,0.48,100.31,67.97,32.77,26.58,59.0,24.05,nitrogen_deficient
65.34,5.76,1.88,65.76,106.06,44.97,25.6,66.84,17.55,healthy
52.98,6.43,1.6,78.95,119.3,41.06,25.47,61.21,18.72,healthy
24.18,6.9,3.63,91.9,74.14,38.44,30.08,36.23,8.39,water_stress
67.86,5.76,1.64,69.25,106.1,45.06,26.55,65.71,28.46,healthy
56.64,5.56,0.57,95.17,53.49,50.11,24.28,73.4,2.55,nitrogen_deficient
17.07,7.06,3.28,89.1,61.36,39.3,30.09,36.77,7.96,water_stress
57.06,6.14,1.94,65.17,94.93,54.64,26.35,60.61,12.27,healthy
63.8,5.64,1.6,72.99,86.41,55.3,27.08,88.39,80.41,sigatoka_risk
60.24,6.45,1.76,77.66,109.98,40.78,27.01,68.17,7.85,healthy
56.08,6.3,1.36,66.98,92.13,42.17,26.89,65.9,19.17,healthy
54.22,5.97,1.98,69.89,101.07,42.73,28.92,65.6,16.53,healthy
61.27,5.88,1.57,80.28,86.08,55.39,27.01,88.58,63.88,sigatoka_risk
48.79,5.18,0.73,107.05,68.46,33.44,31.01,62.36,16.42,nitrogen_deficient
53.12,5.65,1.33,72.4,111.67,42.13,27.61,61.07,16.97,healthy
15.58,6.13,3.25,91.12,66.26,44.62,32.6,37.33,3.0,water_stress
26.74,6.12,3.27,107.56,79.8,50.0,36.23,38.29,7.55,water_stress
66.46,5.74,1.4,66.13,95.64,44.54,26.88,71.87,6.68,healthy
50.78,6.14,1.54,73.46,111.66,50.37,26.77,65.43,29.52,healthy
30.41,6.89,3.88,91.22,65.95,44.5,35.47,47.38,14.82,water_stress
55.9,6.06,1.97,63.78,115.91,60.18,25.83,70.16,11.76,healthy
56.59,6.05,1.88,64.69,104.12,52.16,26.74,70.95,24.16,healthy
24.22,6.11,3.74,107.26,85.59,34.45,35.31,42.95,3.72,water_stress
59.73,5.93,1.73,71.48,81.34,56.72,30.39,88.87,91.9,sigatoka_risk
69.7,5.81,1.77,66.09,102.5,55.86,25.65,69.3,27.19,healthy
30.28,6.93,3.12,91.28,82.3,46.1,35.17,39.67,1.62,water_stress
33.84,6.82,3.62,88.82,80.81,51.81,36.13,41.36,13.38,water_stress
55.49,5.68,1.52,64.95,89.48,58.21,23.87,73.68,3.03,healthy
59.72,5.52,1.37,60.7,115.67,48.03,26.67,71.78,28.25,healthy
66.73,5.87,1.17,78.61,79.46,47.85,28.94,86.59,68.27,sigatoka_risk
57.81,5.65,1.74,68.28,107.76,51.19,25.69,66.54,8.46,healthy
55.52,5.88,1.67,91.05,97.88,60.95,27.04,91.18,59.72,sigatoka_risk
55.75,5.78,1.49,74.83,99.02,60.19,25.32,69.54,23.84,healthy
61.95,5.94,0.56,103.15,52.68,35.09,26.33,71.9,21.15,nitrogen_deficient
48.83,5.23,0.66,96.63,54.85,41.61,30.29,64.19,9.86,nitrogen_deficient
28.36,6.77,3.87,101.57,76.62,53.27,35.53,48.86,11.08,water_stress
31.33,6.42,3.66,99.02,62.04,41.34,31.32,39.54,4.15,water_stress
66.4,6.34,1.31,69.0,119.07,43.25,24.54,68.22,1.08,healthy
45.08,5.72,0.56,111.38,62.29,43.62,29.58,72.74,0.96,nitrogen_deficient
65.67,6.53,1.38,73.66,81.07,62.23,31.23,90.64,76.32,sigatoka_risk
73.2,5.96,1.06,76.33,89.34,48.51,27.06,86.74,67.58,sigatoka_risk
56.7,5.69,1.45,78.16,98.15,63.36,27.86,90.43,64.16,sigatoka_risk
55.43,5.78,1.39,72.64,90.61,55.1,26.48,96.22,82.36,sigatoka_risk
19.28,6.8,3.99,88.15,83.52,43.76,34.21,49.71,1.23,water_stress
60.02,4.95,0.79,116.64,60.44,48.11,28.13,55.75,1.25,nitrogen_deficient
55.8,6.36,1.44,79.89,93.03,48.59,22.26,61.52,7.44,healthy
74.76,6.17,1.49,87.53,72.96,63.74,28.76,93.03,60.37,sigatoka_risk
56.64,6.37,1.8,84.22,74.92,62.59,28.29,92.09,75.52,sigatoka_risk
33.79,6.07,3.04,94.24,86.12,41.61,36.74,37.6,13.46,water_stress
18.1,6.04,3.46,104.78,77.78,38.58,37.83,50.42,4.34,water_stress
57.64,5.16,0.47,97.07,54.24,44.99,26.26,69.69,2.52,nitrogen_deficient
19.94,6.74,2.54,95.92,68.18,47.84,32.28,35.29,9.84,water_stress
70.63,6.41,1.09,92.95,94.18,61.09,30.62,88.18,66.25,sigatoka_risk
64.7,5.69,1.16,87.85,87.15,61.91,29.13,95.75,82.28,sigatoka_risk
30.97,6.4,2.92,88.36,67.25,42.39,33.32,51.56,10.56,water_stress
73.55,5.94,1.81,72.08,93.61,54.19,25.73,89.14,64.42,sigatoka_risk
63.55,5.2,0.47,113.86,65.93,39.99,27.36,63.65,20.42,nitrogen_deficient
66.66,6.24,1.42,63.69,106.46,48.81,25.27,62.11,10.42,healthy
61.14,6.09,1.34,76.58,93.28,55.61,26.88,96.04,70.31,sigatoka_risk
64.19,5.34,0.54,101.35,69.38,50.11,31.55,70.32,20.66,nitrogen_deficient
68.44,5.98,1.57,95.84,84.18,58.56,30.31,88.72,62.68,sigatoka_risk
53.73,5.78,0.66,118.48,59.04,43.38,27.14,57.38,1.62,nitrogen_deficient
53.99,5.48,0.73,105.85,53.08,44.38,27.26,60.93,10.84,nitrogen_deficient
56.96,6.15,1.59,62.76,111.15,51.26,22.75,64.59,23.43,healthy
64.07,5.97,2.0,80.29,114.78,54.44,27.7,66.97,28.76,healthy
72.33,5.82,1.59,70.44,98.55,46.0,29.01,95.33,90.59,sigatoka_risk
65.73,5.59,0.65,99.36,66.83,36.43,28.21,57.02,5.69,nitrogen_deficient
48.66,5.11,0.71,90.39,55.4,38.61,27.89,64.93,15.56,nitrogen_deficient
64.76,5.09,0.46,114.07,70.35,48.06,27.74,56.63,13.1,nitrogen_deficient
57.45,5.23,0.59,113.06,73.76,46.28,29.9,59.27,19.37,nitrogen_deficient
62.56,5.21,0.43,106.68,60.25,45.25,25.45,64.35,23.14,nitrogen_deficient
45.53,5.81,0.7,115.17,63.05,43.37,22.9,66.07,17.38,nitrogen_deficient
57.69,5.83,2.02,65.81,112.9,57.03,23.58,68.06,9.36,healthy
51.04,6.55,1.25,71.66,114.03,41.24,28.38,72.7,13.22,healthy
46.11,5.07,0.67,104.08,66.2,42.69,31.08,72.22,14.77,nitrogen_deficient
31.56,6.79,3.68,108.44,82.09,49.65,28.56,52.7,10.34,water_stress
58.91,5.72,1.51,71.51,73.67,55.48,32.0,89.22,61.51,sigatoka_risk
57.77,5.84,1.2,80.32,98.79,42.25,24.91,63.89,26.67,healthy
68.05,6.09,1.08,94.2,96.59,55.26,28.79,99.6,79.41,sigatoka_risk
24.76,6.5,2.89,95.62,74.01,41.78,33.53,48.37,0.61,water_stress
71.28,5.94,1.39,93.91,80.12,60.21,27.15,95.9,94.09,sigatoka_risk
59.66,6.4,1.75,74.65,82.3,60.59,26.48,99.37,69.3,sigatoka_risk
54.91,5.85,1.3,71.6,75.86,53.38,27.27,92.18,67.4,sigatoka_risk
66.55,5.98,1.15,73.74,71.17,61.36,29.14,85.0,81.2,sigatoka_risk
50.36,6.2,1.49,74.75,112.01,57.34,25.02,71.82,8.72,healthy
63.18,5.98,1.12,92.59,85.58,48.66,27.9,94.31,64.73,sigatoka_risk
74.39,6.06,1.61,78.99,78.41,57.54,26.22,93.37,61.92,sigatoka_risk
73.48,6.01,1.34,90.16,88.98,47.63,29.17,89.04,67.59,sigatoka_risk
34.7,6.8,2.57,110.02,74.77,53.83,35.95,52.33,2.23,water_stress
50.99,5.02,0.52,95.87,59.01,43.88,29.05,68.82,20.84,nitrogen_deficient
51.24,6.33,1.56,76.58,93.43,52.64,24.87,61.97,13.62,healthy
49.1,5.62,1.78,69.34,92.85,44.91,28.92,74.88,2.03,healthy
59.41,6.19,1.55,81.42,97.26,51.82,25.55,93.31,78.46,sigatoka_risk
30.93,6.53,3.24,103.11,77.04,53.51,32.45,35.1,5.69,water_stress
69.79,6.21,1.2,72.83,87.66,61.85,26.03,86.07,60.37,sigatoka_risk
64.03,5.29,0.59,113.64,57.78,32.57,24.96,62.48,19.43,nitrogen_deficient
53.19,5.24,0.79,99.72,51.56,33.93,28.47,58.11,2.95,nitrogen_deficient
55.25,6.14,1.31,65.82,100.37,60.68,25.53,73.94,13.3,healthy
51.57,5.78,1.75,61.58,97.25,41.31,22.44,75.93,18.71,healthy
69.53,5.67,1.19,88.17,92.19,61.28,28.88,86.97,75.21,sigatoka_risk
16.08,6.51,3.54,105.58,68.62,46.69,31.89,53.03,8.18,water_stress
57.26,5.19,0.66,107.82,53.07,34.47,23.86,72.82,18.23,nitrogen_deficient
62.89,6.0,1.61,67.77,100.39,45.46,22.71,68.25,24.58,healthy
67.72,5.97,1.95,79.65,116.56,45.22,27.68,65.6,7.92,healthy
59.41,5.9,0.48,109.36,56.54,32.4,25.91,74.57,15.22,nitrogen_deficient
62.44,5.9,1.73,86.88,88.88,61.83,28.81,97.81,91.77,sigatoka_risk
47.25,5.3,0.43,118.09,71.45,35.16,28.46,63.56,16.28,nitrogen_deficient
48.54,5.65,0.4,106.23,59.75,42.23,29.27,68.57,0.56,nitrogen_deficient
54.29,5.73,1.7,67.34,109.94,56.03,22.37,62.92,10.59,healthy
32.44,6.06,3.88,90.63,80.73,53.51,28.92,46.88,13.68,water_stress
57.0,6.38,1.57,76.93,106.99,50.36,26.26,62.38,19.23,healthy
47.79,5.69,0.48,108.06,50.82,43.62,26.09,58.24,18.06,nitrogen_deficient
27.52,6.79,3.62,87.2,63.64,49.26,28.77,42.95,8.82,water_stress
23.1,5.95,3.45,91.75,79.88,40.92,30.26,43.99,11.0,water_stress
25.57,6.54,3.14,88.31,85.35,45.45,32.96,38.85,2.94,water_stress
57.75,6.26,1.61,80.9,100.09,53.81,27.64,87.28,95.89,sigatoka_risk
55.22,6.22,1.11,89.61,90.73,53.5,25.27,90.88,85.19,sigatoka_risk
55.59,5.97,1.01,89.22,77.41,64.45,31.34,86.7,60.7,sigatoka_risk
64.21,6.29,1.38,61.79,91.75,56.46,23.31,67.6,0.96,healthy
63.45,5.7,1.85,69.7,115.49,40.65,29.16,67.53,2.1,healthy
52.11,5.8,0.79,101.82,53.96,30.85,26.15,63.19,13.91,nitrogen_deficient
67.48,6.42,1.53,71.75,84.03,50.94,27.25,87.03,69.9,sigatoka_risk
70.07,5.73,1.49,67.41,120.12,41.06,25.5,70.76,11.05,healthy
62.37,6.18,1.61,62.11,106.66,43.39,30.04,67.36,27.25,healthy
48.97,5.53,0.66,105.2,60.59,41.29,25.22,57.98,17.26,nitrogen_deficient
53.25,6.41,1.96,60.29,106.92,46.73,29.9,62.08,2.34,healthy
63.56,5.85,0.81,100.1,71.7,42.57,23.58,60.07,21.55,nitrogen_deficient
23.83,6.28,3.41,101.82,59.42,45.02,32.35,36.76,7.88,water_stress
66.3,5.94,1.3,75.47,90.25,55.85,29.16,95.33,78.35,sigatoka_risk
23.62,5.99,3.24,92.91,72.2,52.11,34.14,38.64,4.85,water_stress
68.55,6.17,1.76,66.48,103.59,55.69,28.74,70.2,22.23,healthy
56.13,5.36,0.65,111.41,65.38,39.37,28.52,56.83,21.66,nitrogen_deficient
57.97,5.93,1.55,60.89,93.02,48.17,27.01,59.26,18.6,healthy
58.35,5.22,0.68,116.48,55.41,33.61,30.68,68.79,16.27,nitrogen_deficient
63.35,5.51,0.48,118.11,70.12,46.19,24.34,64.09,23.4,nitrogen_deficient
33.72,6.54,2.64,97.41,78.74,42.63,32.88,50.83,7.51,water_stress
34.7,7.04,2.98,90.58,65.84,48.75,32.79,45.64,12.61,water_stress
63.62,5.95,1.09,90.48,91.58,47.99,25.73,91.06,63.76,sigatoka_risk
57.75,6.45,1.67,67.96,111.46,48.92,29.28,70.18,18.73,healthy
55.76,5.15,0.5,100.63,67.59,34.86,30.73,67.54,12.94,nitrogen_deficient
24.26,6.65,3.88,103.75,61.41,45.13,35.3,51.31,6.98,water_stress
20.79,6.45,3.95,107.93,83.15,43.74,33.56,38.03,7.14,water_stress
20.39,6.02,3.87,101.73,77.34,36.52,28.77,46.2,0.24,water_stress
60.74,5.99,1.78,86.99,80.03,48.63,30.36,88.81,60.62,sigatoka_risk
54.87,5.02,0.63,111.17,52.68,36.02,22.82,70.77,20.17,nitrogen_deficient
19.2,6.26,2.69,108.72,62.79,37.92,33.69,47.03,14.86,water_stress
18.01,6.17,3.42,108.14,69.16,46.02,32.89,51.8,10.92,water_stress
61.8,5.04,0.43,111.96,57.86,42.59,26.14,73.99,1.09,nitrogen_deficient
55.18,5.62,1.55,86.97,87.82,56.97,27.24,91.01,85.7,sigatoka_risk
62.02,5.86,0.47,116.39,75.45,47.14,26.39,66.04,0.76,nitrogen_deficient
56.4,6.31,1.64,70.16,91.45,48.16,22.27,73.61,12.25,healthy
62.3,5.5,0.69,104.99,65.63,38.04,29.35,70.3,13.58,nitrogen_deficient
31.43,6.08,3.52,107.31,73.83,43.42,30.82,37.41,14.53,water_stress
60.32,5.65,1.52,76.99,89.41,52.8,23.77,64.6,6.99,healthy
63.86,5.83,1.32,75.73,91.0,47.75,23.08,64.42,19.91,healthy
20.02,6.74,3.29,99.88,80.79,42.3,29.84,41.99,4.62,water_stress
58.55,6.34,1.71,67.64,114.04,54.0,22.63,65.57,14.92,healthy
48.02,5.75,0.78,107.84,52.53,45.18,31.14,63.94,5.16,nitrogen_deficient
70.96,6.32,1.59,90.2,93.01,55.47,28.52,94.28,71.24,sigatoka_risk
30.59,6.59,2.62,103.48,82.18,46.33,28.43,45.65,3.76,water_stress
50.03,5.23,0.6,96.26,58.83,34.44,21.81,69.22,6.83,nitrogen_deficient
50.47,5.04,0.72,93.64,51.32,31.87,25.38,67.44,4.79,nitrogen_deficient
72.32,5.58,1.55,88.38,79.06,62.48,27.34,93.2,93.97,sigatoka_risk
32.26,6.63,3.31,106.52,61.38,52.48,33.6,35.45,8.86,water_stress
65.45,5.67,1.36,72.38,91.28,43.48,25.97,67.92,25.54,healthy
72.61,6.35,1.37,91.33,70.2,57.41,28.84,86.28,89.31,sigatoka_risk
56.07,6.07,1.89,71.28,96.13,44.95,25.8,64.64,22.19,healthy
66.8,5.53,1.16,75.27,83.19,46.87,29.29,88.32,79.33,sigatoka_risk
55.06,5.65,1.53,67.06,103.99,57.17,28.53,63.93,27.02,healthy
67.86,5.82,1.77,75.27,89.97,55.68,28.0,87.49,86.14,sigatoka_risk
57.15,5.14,0.76,103.51,61.35,36.38,23.53,57.04,8.75,nitrogen_deficient
26.6,6.69,3.37,91.88,79.11,48.34,33.8,44.6,13.56,water_stress
62.17,5.48,0.72,96.59,62.11,42.87,30.46,74.33,13.42,nitrogen_deficient
56.91,5.58,1.28,68.58,111.53,59.87,27.47,70.54,25.97,healthy
60.59,6.24,1.62,68.9,119.98,46.58,27.98,61.24,5.27,healthy
64.47,6.45,1.31,75.9,85.12,64.84,28.01,90.8,72.12,sigatoka_risk
45.45,5.35,0.69,110.93,50.72,45.02,30.51,71.4,14.21,nitrogen_deficient
60.06,5.83,1.55,77.1,92.8,57.51,24.74,72.45,25.71,healthy
46.32,5.99,0.75,90.37,64.97,49.6,25.94,70.53,11.5,nitrogen_deficient
68.27,6.15,1.66,76.6,116.25,45.73,26.85,69.11,16.88,healthy
55.93,5.26,0.42,112.26,58.47,36.69,21.87,73.62,1.28,nitrogen_deficient
67.24,6.37,1.53,70.0,100.87,58.42,29.18,70.32,0.67,healthy
17.1,7.05,3.49,108.56,63.91,50.29,35.96,36.33,8.87,water_stress
70.94,6.06,1.78,79.81,84.89,53.77,32.16,95.88,62.07,sigatoka_risk
25.77,6.04,3.76,101.05,82.15,46.31,37.97,39.1,0.19,water_stress
58.94,6.05,1.31,69.19,94.06,52.79,31.82,88.09,91.1,sigatoka_risk
53.31,6.05,1.72,73.05,109.47,45.82,22.74,75.29,27.98,healthy
66.17,6.2,1.24,68.73,99.44,51.68,24.3,65.25,12.54,healthy
50.53,5.87,0.77,106.45,66.44,37.45,22.1,55.99,3.68,nitrogen_deficient
67.57,5.79,1.05,93.01,98.37,46.86,31.99,89.25,81.96,sigatoka_risk
54.48,6.19,1.7,71.17,109.48,47.33,26.3,63.05,29.55,healthy
15.26,6.46,2.55,91.53,73.81,36.47,35.17,44.51,5.1,water_stress
30.98,6.09,3.84,99.35,83.74,42.7,35.52,46.4,10.21,water_stress
48.09,5.32,0.63,116.74,57.04,29.82,26.08,72.29,21.02,nitrogen_deficient
47.11,5.56,0.51,98.01,52.89,31.56,30.59,57.22,3.16,nitrogen_deficient
61.36,6.42,1.88,74.9,105.44,43.02,26.51,64.26,20.1,healthy
44.4,5.27,0.57,96.65,71.56,47.15,32.44,59.64,20.88,nitrogen_deficient
68.07,5.83,1.97,72.5,113.66,51.17,26.55,61.71,4.55,healthy
32.83,7.01,3.72,109.68,78.7,51.74,36.5,35.31,9.94,water_stress
22.33,6.49,3.38,101.98,76.81,41.21,35.45,44.61,1.89,water_stress
56.46,6.09,1.37,93.59,77.83,46.38,26.46,87.54,89.29,sigatoka_risk
52.86,5.41,0.72,91.88,63.93,43.71,26.4,65.02,6.25,nitrogen_deficient
55.31,5.56,0.43,93.53,57.58,36.42,27.79,61.79,23.93,nitrogen_deficient
56.77,5.82,1.46,86.44,76.56,54.15,30.19,97.24,78.12,sigatoka_risk
60.06,5.35,0.79,93.6,61.38,44.27,23.26,70.7,13.89,nitrogen_deficient
64.04,5.39,0.59,103.23,64.92,32.25,25.65,73.44,15.04,nitrogen_deficient
18.21,6.11,3.22,108.03,80.16,41.31,32.6,50.9,2.8,water_stress
60.9,5.9,1.68,72.46,112.39,51.46,30.33,72.55,27.07,healthy
61.11,5.91,1.96,61.7,109.95,42.33,26.79,66.36,1.27,healthy
17.28,6.32,3.48,95.47,75.97,37.23,38.08,39.4,4.44,water_stress
50.69,5.56,1.4,79.0,117.89,51.26,25.32,59.28,4.99,healthy
45.64,5.42,0.59,106.09,53.22,48.68,26.36,72.88,17.23,nitrogen_deficient
31.42,6.07,2.89,100.85,65.75,53.97,33.54,37.88,11.69,water_stress
63.09,6.25,1.98,71.6,93.12,52.13,29.23,73.63,14.34,healthy
55.27,5.64,0.68,110.37,55.95,44.7,32.22,65.26,2.14,nitrogen_deficient
50.93,5.5,0.4,100.24,67.32,36.0,28.27,64.54,11.26,nitrogen_deficient
56.21,6.17,1.63,85.73,96.8,63.31,28.09,86.42,77.6,sigatoka_risk
45.6,5.86,0.63,116.76,68.65,42.02,24.34,67.69,14.45,nitrogen_deficient
62.42,6.02,1.87,59.95,98.74,45.59,28.28,72.1,5.25,healthy
33.22,6.64,3.64,106.69,72.32,42.86,31.15,36.27,12.75,water_stress
33.52,6.88,3.33,98.58,80.98,53.79,35.01,37.04,10.97,water_stress
15.17,6.74,3.93,99.42,78.18,43.45,34.26,52.56,11.18,water_stress
63.66,5.33,0.79,104.38,51.07,37.44,28.0,65.88,15.39,nitrogen_deficient
56.01,6.18,1.68,80.38,97.03,46.72,26.56,93.49,81.33,sigatoka_risk
67.37,5.86,1.21,90.15,85.69,59.87,25.54,92.81,64.55,sigatoka_risk
53.31,6.02,1.97,71.33,118.28,41.73,28.33,72.36,5.21,healthy
57.83,5.99,1.24,63.66,108.77,53.93,25.86,64.72,23.39,healthy
69.7,5.68,1.96,75.75,91.84,58.94,26.62,62.7,24.99,healthy
32.73,6.24,2.96,95.53,64.03,52.37,31.77,54.26,12.24,water_stress
58.67,6.33,1.78,90.98,72.72,62.75,24.79,85.68,81.31,sigatoka_risk
31.65,6.57,3.42,87.54,66.54,40.84,37.15,51.46,6.31,water_stress
28.75,6.79,2.56,98.83,74.32,49.64,32.04,50.88,2.02,water_stress
68.05,5.6,1.96,76.46,96.05,51.6,25.55,65.85,15.78,healthy
49.51,5.87,0.46,101.37,68.15,48.17,23.1,58.85,0.81,nitrogen_deficient
63.11,5.8,1.59,71.69,95.25,52.88,31.26,89.35,62.3,sigatoka_risk
57.09,6.5,1.75,87.15,85.26,62.94,26.53,87.76,81.51,sigatoka_risk
65.58,6.31,1.71,95.27,96.33,48.95,28.61,85.94,62.63,sigatoka_risk
62.2,5.51,1.5,77.41,89.93,59.78,27.43,64.5,5.55,healthy
59.93,6.06,1.97,63.33,106.04,49.38,23.44,67.17,25.27,healthy
63.63,5.78,0.61,119.44,69.74,45.76,29.44,68.54,20.02,nitrogen_deficient
62.54,5.06,0.78,110.39,56.91,34.78,31.0,68.03,3.07,nitrogen_deficient
64.51,6.17,1.44,89.67,72.21,63.45,31.36,91.66,64.31,sigatoka_risk
22.42,6.14,2.61,86.35,70.38,49.2,35.24,42.79,13.68,water_stress
64.44,5.78,1.65,66.48,111.06,59.14,23.06,64.57,29.22,healthy
63.96,6.37,1.27,75.89,89.31,41.43,27.76,70.32,23.26,healthy
66.81,5.67,0.99,87.34,89.06,60.16,29.09,86.37,86.87,sigatoka_risk
57.43,5.75,1.23,91.18,74.16,50.17,24.57,92.33,66.48,sigatoka_risk
61.7,5.54,1.8,75.19,99.79,47.21,24.94,67.97,17.67,healthy
53.68,5.72,0.71,101.97,67.9,36.69,24.12,65.45,18.62,nitrogen_deficient
34.79,6.1,2.95,106.26,75.08,54.79,32.02,41.53,9.58,water_stress
68.14,5.69,1.11,86.38,92.08,61.97,28.33,97.66,69.95,sigatoka_risk
58.82,5.66,1.21,92.37,80.39,51.45,26.01,85.41,86.63,sigatoka_risk
57.16,5.85,1.21,85.49,71.76,62.2,26.5,85.63,78.5,sigatoka_risk
19.1,5.96,3.66,99.86,77.75,51.47,28.19,53.44,3.57,water_stress
67.48,5.59,1.0,93.33,86.54,49.78,27.19,87.66,88.55,sigatoka_risk
22.2,7.11,2.58,102.0,60.74,44.94,34.96,41.31,3.36,water_stress
64.55,6.16,1.65,63.82,105.7,57.87,25.91,67.65,23.08,healthy
21.56,6.7,2.92,105.85,79.73,44.56,32.67,53.32,2.09,water_stress
59.87,6.22,1.39,74.91,101.96,39.48,28.06,69.08,15.28,healthy
28.9,6.36,3.69,106.43,75.61,50.8,32.95,38.28,7.49,water_stress
65.06,6.29,1.55,79.74,108.41,42.18,24.63,72.42,19.09,healthy
62.72,5.54,1.5,68.39,96.0,41.76,27.08,69.55,30.36,healthy
68.54,5.95,1.13,73.37,86.27,62.24,27.03,95.51,90.26,sigatoka_risk
51.58,5.71,1.93,61.51,111.74,60.75,24.65,60.23,17.32,healthy
22.92,6.13,3.62,102.53,69.31,55.74,37.68,39.5,7.08,water_stress
28.31,6.68,2.77,98.59,73.72,51.11,30.0,47.03,13.22,water_stress
73.8,6.0,1.18,83.41,92.48,59.65,31.62,86.25,77.05,sigatoka_risk
28.81,6.83,3.55,106.29,68.27,44.09,31.24,47.83,5.06,water_stress
48.94,5.23,0.62,113.37,64.29,36.81,24.22,63.11,21.61,nitrogen_deficient
53.28,5.94,0.69,116.61,57.41,48.3,31.24,55.52,20.1,nitrogen_deficient
58.74,6.35,1.46,87.54,90.68,51.62,25.92,96.46,65.75,sigatoka_risk
15.86,6.43,3.48,91.98,61.51,53.28,32.51,39.07,12.51,water_stress
58.21,6.2,1.38,68.75,96.99,58.33,23.81,69.36,29.77,healthy
68.51,6.48,1.56,70.8,104.67,47.21,26.4,65.44,5.21,healthy
15.54,6.79,3.67,100.6,68.0,46.94,30.91,39.16,7.68,water_stress
50.5,5.22,0.43,92.92,73.43,39.75,22.36,66.34,1.77,nitrogen_deficient
28.16,6.04,3.6,109.36,61.83,49.29,28.47,38.92,8.26,water_stress
52.76,5.71,0.73,91.39,67.42,38.67,31.42,59.29,4.13,nitrogen_deficient
69.46,5.85,1.82,64.92,88.5,58.63,28.48,60.75,18.26,healthy
53.3,6.28,1.43,70.1,104.53,52.39,27.74,64.81,8.58,healthy
20.97,6.23,3.78,86.78,83.71,44.48,34.29,36.95,14.39,water_stress
61.38,5.2,0.48,116.54,60.27,32.15,31.23,70.15,1.18,nitrogen_deficient
62.52,5.74,0.52,115.25,57.29,42.23,26.02,57.12,18.09,nitrogen_deficient
